,法院名称,上诉法院,级别
1321,槐荫区人民法院,济南市中级人民法院,基层
1322,天桥区人民法院,济南市中级人民法院,基层
1323,历城区人民法院,济南市中级人民法院,基层
1324,长清区人民法院,济南市中级人民法院,基层
1325,章丘区人民法院,济南市中级人民法院,基层
1326,平阴县人民法院,济南市中级人民法院,基层
1327,济阳区人民法院,济南市中级人民法院,基层
1328,商河县人民法院,济南市中级人民法院,基层
1329,济南高新开发区人民法院,济南市中级人民法院,基层
1330,市南区人民法院,青岛市中级人民法院,基层
1331,市北区人民法院,青岛市中级人民法院,基层
1332,四方区人民法院,青岛市中级人民法院,基层
1333,黄岛区人民法院,青岛市中级人民法院,基层
1334,崂山区人民法院,青岛市中级人民法院,基层
1335,李沧区人民法院,青岛市中级人民法院,基层
1336,城阳区人民法院,青岛市中级人民法院,基层
1337,胶州市人民法院,青岛市中级人民法院,基层
1338,即墨区人民法院,青岛市中级人民法院,基层
1339,平度市人民法院,青岛市中级人民法院,基层
1340,胶南市人民法院,青岛市中级人民法院,基层
1341,莱西市人民法院,青岛市中级人民法院,基层
1342,淄川区人民法院,淄博市中级人民法院,基层
1343,张店区人民法院,淄博市中级人民法院,基层
1344,博山区人民法院,淄博市中级人民法院,基层
1345,临淄区人民法院,淄博市中级人民法院,基层
1346,周村区人民法院,淄博市中级人民法院,基层
1347,桓台县人民法院,淄博市中级人民法院,基层
1348,高青县人民法院,淄博市中级人民法院,基层
1349,沂源县人民法院,淄博市中级人民法院,基层
1350,淄博高新开发区人民法院,淄博市中级人民法院,基层
1351,枣庄市中区人民法院,枣庄市中级人民法院,基层
1352,薛城区人民法院,枣庄市中级人民法院,基层
1353,峄城区人民法院,枣庄市中级人民法院,基层
1354,台儿庄区人民法院,枣庄市中级人民法院,基层
1355,山亭区人民法院,枣庄市中级人民法院,基层
1356,滕州市人民法院,枣庄市中级人民法院,基层
1357,东营区人民法院,东营市中级人民法院,基层
1358,河口区人民法院,东营市中级人民法院,基层
1359,垦利县人民法院,东营市中级人民法院,基层
1360,利津县人民法院,东营市中级人民法院,基层
1361,广饶县人民法院,东营市中级人民法院,基层
1362,东营经开区人民法院,东营市中级人民法院,基层
1363,芝罘区人民法院,烟台市中级人民法院,基层
1364,福山区人民法院,烟台市中级人民法院,基层
1365,牟平区人民法院,烟台市中级人民法院,基层
1366,莱山区人民法院,烟台市中级人民法院,基层
1367,龙口市人民法院,烟台市中级人民法院,基层
1368,莱阳市人民法院,烟台市中级人民法院,基层
1369,蓬莱市人民法院,烟台市中级人民法院,基层
1370,招远市人民法院,烟台市中级人民法院,基层
1371,栖霞市人民法院,烟台市中级人民法院,基层
1372,海阳市人民法院,烟台市中级人民法院,基层
1373,长岛县人民法院,烟台市中级人民法院,基层
1374,莱州人民法院,烟台市中级人民法院,基层
1375,烟台经开区人民法院,烟台市中级人民法院,基层
1376,烟台高新区人民法院,烟台市中级人民法院,基层
1377,潍城区人民法院,潍坊市中级人民法院,基层
1378,寒亭区人民法院,潍坊市中级人民法院,基层
1379,坊子区人民法院,潍坊市中级人民法院,基层
1380,奎文区人民法院,潍坊市中级人民法院,基层
1381,青州市人民法院,潍坊市中级人民法院,基层
1382,诸城市人民法院,潍坊市中级人民法院,基层
1383,寿光市人民法院,潍坊市中级人民法院,基层
1384,安丘市人民法院,潍坊市中级人民法院,基层
1385,高密市人民法院,潍坊市中级人民法院,基层
1386,昌邑市人民法院,潍坊市中级人民法院,基层
1387,临朐县人民法院,潍坊市中级人民法院,基层
1388,昌乐县人民法院,潍坊市中级人民法院,基层
1389,高新技术产业开发区人民法院,潍坊市中级人民法院,基层
1390,潍坊滨海经开区人民法院,潍坊市中级人民法院,基层
1391,济宁市中区人民法院,济宁市中级人民法院,基层
1392,任城区人民法院,济宁市中级人民法院,基层
1393,曲阜市人民法院,济宁市中级人民法院,基层
1394,兖州区人民法院,济宁市中级人民法院,基层
1395,邹城市人民法院,济宁市中级人民法院,基层
1396,微山县人民法院,济宁市中级人民法院,基层
1397,鱼台县人民法院,济宁市中级人民法院,基层
1398,金乡县人民法院,济宁市中级人民法院,基层
1399,嘉祥县人民法院,济宁市中级人民法院,基层
1400,汶上县人民法院,济宁市中级人民法院,基层
1401,泗水县人民法院,济宁市中级人民法院,基层
1402,梁山县人民法院,济宁市中级人民法院,基层
1403,济宁高新区人民法院,济宁市中级人民法院,基层
1404,泰山区人民法院,泰安市中级人民法院,基层
1405,岱岳区人民法院,泰安市中级人民法院,基层
1406,新泰市人民法院,泰安市中级人民法院,基层
1407,肥城市人民法院,泰安市中级人民法院,基层
1408,宁阳县人民法院,泰安市中级人民法院,基层
1409,东平县人民法院,泰安市中级人民法院,基层
1410,泰安高新区人民法院,泰安市中级人民法院,基层
1411,环翠区人民法院,威海市中级人民法院,基层
1412,文登区人民法院,威海市中级人民法院,基层
1413,荣成市人民法院,威海市中级人民法院,基层
1414,乳山市人民法院,威海市中级人民法院,基层
1415,威海高区人民法院,威海市中级人民法院,基层
1416,经济技术开发区人民法院,威海市中级人民法院,基层
1417,东港区人民法院,日照市中级人民法院,基层
1418,岚山区人民法院,日照市中级人民法院,基层
1419,五莲县人民法院,日照市中级人民法院,基层
1420,莒县人民法院,日照市中级人民法院,基层
1421,日照开发区人民法院,日照市中级人民法院,基层
1422,莱城区人民法院,莱芜市中级人民法院,基层
1423,钢城区人民法院,莱芜市中级人民法院,基层
1424,兰山区人民法院,临沂市中级人民法院,基层
1425,罗庄区人民法院,临沂市中级人民法院,基层
1426,临沂河东区人民法院,临沂市中级人民法院,基层
1427,沂南县人民法院,临沂市中级人民法院,基层
1428,郯城县人民法院,临沂市中级人民法院,基层
1429,沂水县人民法院,临沂市中级人民法院,基层
1430,苍山县人民法院,临沂市中级人民法院,基层
1431,费县人民法院,临沂市中级人民法院,基层
1432,平邑县人民法院,临沂市中级人民法院,基层
1433,莒南县人民法院,临沂市中级人民法院,基层
1434,蒙阴县人民法院,临沂市中级人民法院,基层
1435,临沭县人民法院,临沂市中级人民法院,基层
1436,临沂经开区人民法院,临沂市中级人民法院,基层
1437,临沂高新区人民法院,临沂市中级人民法院,基层
1438,德城区人民法院,德州市中级人民法院,基层
1439,乐陵市人民法院,德州市中级人民法院,基层
1440,禹城市人民法院,德州市中级人民法院,基层
1441,陵县人民法院,德州市中级人民法院,基层
1442,宁津县人民法院,德州市中级人民法院,基层
1443,庆云县人民法院,德州市中级人民法院,基层
1444,临邑县人民法院,德州市中级人民法院,基层
1445,齐河县人民法院,德州市中级人民法院,基层
1446,平原县人民法院,德州市中级人民法院,基层
1447,夏津县人民法院,德州市中级人民法院,基层
1448,武城县人民法院,德州市中级人民法院,基层
1449,陵城区人民法院,德州市中级人民法院,基层
1450,德州经开区人民法院,德州市中级人民法院,基层
1451,东昌府区人民法院,聊城市中级人民法院,基层
1452,临清市人民法院,聊城市中级人民法院,基层
1453,阳谷县人民法院,聊城市中级人民法院,基层
1454,莘县人民法院,聊城市中级人民法院,基层
1455,茌平县人民法院,聊城市中级人民法院,基层
1456,东阿县人民法院,聊城市中级人民法院,基层
1457,冠县人民法院,聊城市中级人民法院,基层
1458,高唐县人民法院,聊城市中级人民法院,基层
1459,聊城经开区人民法院,聊城市中级人民法院,基层
1460,滨城区人民法院,滨州市中级人民法院,基层
1461,惠民县人民法院,滨州市中级人民法院,基层
1462,阳信县人民法院,滨州市中级人民法院,基层
1463,无棣县人民法院,滨州市中级人民法院,基层
1464,沾化县人民法院,滨州市中级人民法院,基层
1465,博兴县人民法院,滨州市中级人民法院,基层
1466,邹平市人民法院,滨州市中级人民法院,基层
1467,滨州经开区人民法院,滨州市中级人民法院,基层
1468,牡丹区人民法院,菏泽市中级人民法院,基层
1469,曹县人民法院,菏泽市中级人民法院,基层
1470,单县人民法院,菏泽市中级人民法院,基层
1471,成武县人民法院,菏泽市中级人民法院,基层
1472,巨野县人民法院,菏泽市中级人民法院,基层
1473,郓城县人民法院,菏泽市中级人民法院,基层
1474,鄄城县人民法院,菏泽市中级人民法院,基层
1475,定陶县人民法院,菏泽市中级人民法院,基层
1476,东明县人民法院,菏泽市中级人民法院,基层
1477,菏泽经开区人民法院,菏泽市中级人民法院,基层
1478,济南铁路运输人民法院,济南铁路中级人民法院,基层
1479,青岛铁路运输人民法院,济南铁路中级人民法院,基层
1480,中原区人民法院,郑州市中级人民法院,基层
1481,二七区人民法院,郑州市中级人民法院,基层
1482,管城区人民法院,郑州市中级人民法院,基层
1483,金水区人民法院,郑州市中级人民法院,基层
1484,上街区人民法院,郑州市中级人民法院,基层
1485,惠济区人民法院,郑州市中级人民法院,基层
1486,巩义市人民法院,郑州市中级人民法院,基层
1487,荥阳市人民法院,郑州市中级人民法院,基层
1488,新密市人民法院,郑州市中级人民法院,基层
1489,新郑市人民法院,郑州市中级人民法院,基层
1490,登封市人民法院,郑州市中级人民法院,基层
1491,中牟县人民法院,郑州市中级人民法院,基层
1492,郑州高新开发区人民法院,郑州市中级人民法院,基层
1493,郑州航空港人民法院,郑州市中级人民法院,基层
1494,龙亭区人民法院,开封市中级人民法院,基层
1495,顺河区人民法院,开封市中级人民法院,基层
1496,开封鼓楼人民法院,开封市中级人民法院,基层
1497,禹王台区人民法院,开封市中级人民法院,基层
